SISTEMA / TIPO,TAG,FABRICANTE,AC,INVERTER,MODELO,POTENCIA NOMINAL (BTU) ,POTENCIA NOMINAL (W),Potencia elétrica consumida em 1 hora por mes (W),VOLTAGEM (V),POTÊNCIA ELÉTRICA CONSUMIDA,LOCALIZAÇÃO,TIPO_FLUIDO,CENTRO DE CUSTO,UNIDADE,TIPO_CENTRO_DE_CUSTO,CONSUMO_CENARIO_1,CONSUMO_MANHÃ,CONSUMO_TARDE,VALOR_TOTAL
split,SPLT-161,LG,1,0,Evap. TSUC2425MAO / Cond. TSUC2425MAO,24000,7029.6,,220,,CPD, R22,PRONTO ATENDIMENTO,HMLMB,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-171,CARRIER,1,0,38KCDO24515MC,24000,7029.6,,220,,Pré-parto 01, R22,CENTRO OBSTETRICO,HMLMB,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-173,CARRIER,1,0,38KCDO24515MC,24000,7029.6,,220,,Patologia, R22,CENTRO OBSTETRICO,HMLMB,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-174,CARRIER,1,0,38KCDO24515MC,24000,7029.6,,220,,Puerpério, R22,CENTRO OBSTETRICO,HMLMB,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-2099,CARRIER,1,0,Evap.NT IDENT. / Cond. 38KCDO24515MC,24000,7029.6,,220,,Pré parto 2, R22,CENTRO OBSTETRICO,HMLMB,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-3554 (3554),RHEEN,1,0,RB1PT24AC2BC,24000,7029.6,,220,,RPA 01, R22,CENTRO CIRURGICO,HMLMB,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-3555 (3555),RHEEN,1,0,RB1PT24AC2BC,24000,7029.6,,220,,RPA 02, R22,CENTRO CIRURGICO,HMLMB,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-510,KOMECO,1,0,KOS24FC - G2/ KOS24FC - G2,24000,7029.6,,220,,AUDITÓRIO,R22,RETAGUARDA,HICF,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-530,KOMECO,1,0,KOS24FC - G2/ KOS24FC - G2,24000,7029.6,,220,,AUDITÓRIO,R22,RETAGUARDA,HICF,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-573,ELGIN,1,0,SRF1,24000,7029.6,,220,,HEMOTERAPIA,R22,LABORATÓRIO,HICF,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-741,KOMECO,1,0,KOS24FC - G2/ KOS24FC - G2,24000,7029.6,,220,,PROTOCOLO,R22,ADMINISTRAÇÃO,HICF,ADM,22.49472,4.21776,24.6036,28.82136
split,SPLT-889,L.G,1,0,TSNC2425MAO Série 004AZXC4T610,24000,7029.6,,220,,SALA RH,R22,ADMINISTRAÇÃO,HICF,ADM,22.49472,4.21776,24.6036,28.82136
split,SPLT-890,L.G,1,0,TSNC2425MAO Série 000AZFM4T827,24000,7029.6,,220,,SALA DO RH,R22,ADMINISTRAÇÃO,HICF,ADM,22.49472,4.21776,24.6036,28.82136
split,SPLT-892,L.G,1,0,TSNC2425MAO Série 006AEJT3U932,24000,7029.6,,220,,ZELADORIA,R22,RETAGUARDA,HICF,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-893,L.G,1,0,TSNC2425MAO Série 004AZWS4T609,24000,7029.6,,220,,SALA DOS MÉDICOS (ala verde),R22,ENFERMARIA,HICF,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-909,L.G,1,0,TSNC2425MAO Série 004AZLW4T936,24000,7029.6,,220,,SALA DOS MÉDICOS (ala flamingo),R22,ENFERMARIA,HICF,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-2114,YORK,1,0,YKS24FCAGI,24000,7029.6,,220,,SEMPI,R22,ADMINISTRAÇÃO,HICF,ADM,22.49472,4.21776,24.6036,28.82136
split,SPLT-2115,YORK,1,0,YKS24FCAGI,24000,7029.6,,220,,SEMPI,R22,ADMINISTRAÇÃO,HICF,ADM,22.49472,4.21776,24.6036,28.82136
split,SPLT-3676,Elgin,1,0,SRFI - 24.000 - 2,24000,7029.6,,220,,CME 1,R22,CME,HICF,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-3678,Elgin,1,0,SRFI - 24.000 - 2,24000,7029.6,,220,,CME 3,R22,CME,HICF,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-3680,ELGIN,1,0,SRFI-240,24000,7029.6,,220,,EDUCAÇÃO CONTINUADA,R22,RETAGUARDA,HICF,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-3818,KOMECO,1,0,KOS24FC-G2/ KOS24FC - G2,24000,7029.6,,220,,ALMOXARIFADO - FARMÁCIA,R22,FARMÁCIA,HICF,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-4130,ELGIN,1,0,HWFI24B2IA,24000,7029.6,,220,,ALA AZUL LEITO 02.10, R410A,UTI PEDIATRICA,HICF,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-4131,ELGIN,1,0,HWFI24B2IA,24000,7029.6,,220,,ALA AZUL LEITO 02.09, R410A,UTI PEDIATRICA,HICF,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-4132,ELGIN,1,0,HWFI24B2IA,24000,7029.6,,220,,ALA AZUL LEITO 02.08, R410A,UTI PEDIATRICA,HICF,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-4133,ELGIN,1,0,HWFI24B2IA,24000,7029.6,,220,,ALA AZUL LEITO 02.03, R410A,UTI PEDIATRICA,HICF,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-4134,ELGIN,1,0,HWFI24B2IA,24000,7029.6,,220,,ALA AZUL LEITOS 02.04 / 02.05 / 02.06, R410A,UTI PEDIATRICA,HICF,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-4135,ELGIN,1,0,HWFI24B2IA,24000,7029.6,,220,,ALA AZUL LEITOS 02.04 / 02.05 / 02.06, R410A,UTI PEDIATRICA,HICF,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-225,ELETROLUX,1,0,IE24R,24000,7029.6,,220,,Laboratório de coleta,R410A,LABORATÓRIO,CHPB,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-251,Springer,1,0,RB1HW24HP2BE,24000,7029.6,,220,,C.C sala 01,R22,CENTRO CIRURGICO,CHPB,ASSISTENCIAL,45.6924,8.787,29.52432,38.31132
split,SPLT-2134,SAMSUNG,1,0,AQU24PSXXAZ,24000,7029.6,,220,,Compras/ finanças,R410,ADMINISTRAÇÃO,CHPB,ADM,22.49472,4.21776,24.6036,28.82136
split,SPLT-540,L.G,1,0,USNQ242C5G3,22000,6443.8,,220,,LABORATÓRIO,R410,LABORATÓRIO,HICF,ASSISTENCIAL,41.8847,8.05475,27.06396,35.11871
split,SPLT-3681,L.G,1,0,USNQ242C5G3,22000,6443.8,,220,,SALA DE REVELAÇÃO, R410,DIAGNÓSTICO_IMAGEM,HICF,ASSISTENCIAL,41.8847,8.05475,27.06396,35.11871
split,SPLT-232,PHILCO,1,0,PAC24000FM6 - MOD. INT. 42XQU60S5,22000,6443.8,,220,,Farmácia interna,R410A,EDIFICIO GERAL,CHPB,ASSISTENCIAL,41.8847,8.05475,27.06396,35.11871
split,SPLT-257,ELETROLUX,1,0,VI22F,22000,6443.8,,220,,Sala 03,R410A,CENTRO CIRURGICO,CHPB,ASSISTENCIAL,41.8847,8.05475,27.06396,35.11871
split,SPLT-3608 (3608),SPRINGER,1,0,38KCO225S,22000,6443.8,,220,,Quarto 01 Retaguarda,R22,PRONTO SOCORRO,CHPB,ASSISTENCIAL,41.8847,8.05475,27.06396,35.11871
split,SPLT-3609 (3609),SPRINGER,1,0,38KCO225S,22000,6443.8,,220,,Quarto 02 Retaguarda,R22,PRONTO SOCORRO,CHPB,ASSISTENCIAL,41.8847,8.05475,27.06396,35.11871
split,SPLT-3610 (3610),SPRINGER,1,0,38KCO225S,22000,6443.8,,220,,Quarto 03 Retaguarda,R22,PRONTO SOCORRO,CHPB,ASSISTENCIAL,41.8847,8.05475,27.06396,35.11871
split,SPLT-3611 (3611),SPRINGER,1,0,38KCO225S,22000,6443.8,,220,,Quarto 04 Retaguarda,R22,PRONTO SOCORRO,CHPB,ASSISTENCIAL,41.8847,8.05475,27.06396,35.11871
split,SPLT-4242,ELETROLUX,1,0,VI22F,22000,6443.8,,220,,SALA 02,R410,CENTRO CIRURGICO,CHPB,ASSISTENCIAL,41.8847,8.05475,27.06396,35.11871
ar condicionado de janela,ACJ-930,Mundial S 100,1,0,,21000,6150.9,,220,,CHF LABO,R22,LABORATÓRIO,HICF,ASSISTENCIAL,39.98085,7.688625,25.83378,33.522405
ar condicionado de janela,ACJ-1350,SPRINGER,1,0,ZCA195RB,19000,5565.1000,,220,,2 º azul DGAC - Planejamento Avaliação e Cont, R22,AZUL - FUNCIONÁRIOS,NGA,ADM,17.80832,3.33906,19.47785,22.81691
ar condicionado de janela,ACJ-1505,SPRINGER,1,0,ZCA195RB,19000,5565.1000,,220,,"2°andar azul, sala: diretoria técnica", R22,AZUL - FUNCIONÁRIOS,NGA,ADM,17.80832,3.33906,19.47785,22.81691
ar condicionado de janela,ACJ-1541,SPRINGER,1,0,ZCA195RB,19000,5565.1000,,220,,1º azul sala 1217, R22,AZUL - PACIENTES,NGA,ASSISTENCIAL,36.17315,6.956375,23.37342,30.329795
ar condicionado de janela,ACJ-1542,SPRINGER,1,0,ZCA195RB,19000,5565.1000,,220,,2º azul DGAC - Núcleo de finanças, R22,AZUL - FUNCIONÁRIOS,NGA,ASSISTENCIAL,36.17315,6.956375,23.37342,30.329795
ar condicionado de janela,ACJ-1979,SPRINGER,1,0,ZCA195RB,19000,5565.1000,,220,,2° andar - setor azul - Sala do pregão, R22,AZUL - FUNCIONÁRIOS,NGA,ADM,17.80832,3.33906,19.47785,22.81691
ar condicionado de janela,ACJ-3336 (3336),SPRINGER,1,0,ZCA195RB,19000,5565.1000,,220,,2 º azul ACJ - Núcleo de compras, R22,AZUL - FUNCIONÁRIOS,NGA,ADM,17.80832,3.33906,19.47785,22.81691
ar condicionado de janela,ACJ-3337 (3337),SPRINGER,1,0,ZCA195RB,19000,5565.1000,,220,,2 º azul ACJ - Gestão de Contratos, R22,AZUL - FUNCIONÁRIOS,NGA,ADM,17.80832,3.33906,19.47785,22.81691
ar condicionado de janela,ACJ-3338 (3338),SPRINGER,1,0,ZCA195RB,19000,5565.1000,,220,,2 º azul ACJ - Central de gerenciamento operacional, R22,AZUL - FUNCIONÁRIOS,NGA,ADM,17.80832,3.33906,19.47785,22.81691
ar condicionado de janela,ACJ-3339 (3339),SPRINGER,1,0,ZCA195RB,19000,5565.1000,,220,,2 º azul ACJ - Seleção e treinamento, R22,AZUL - FUNCIONÁRIOS,NGA,ADM,17.80832,3.33906,19.47785,22.81691
ar condicionado de janela,ACJ-3340 (3340),SPRINGER,1,0,ZCA195RB,19000,5565.1000,,220,,2 º azul ACJ - Núcelo de gestão pessoal, R22,AZUL - FUNCIONÁRIOS,NGA,ADM,17.80832,3.33906,19.47785,22.81691
ar condicionado de janela,ACJ-3341 (3341),SPRINGER,1,0,ZCA195RB,19000,5565.1000,,220,,2 º azul ACJ - Benefícios, R22,AZUL - FUNCIONÁRIOS,NGA,ADM,17.80832,3.33906,19.47785,22.81691
ar condicionado de janela,ACJ-3342 (3342),SPRINGER,1,0,ZCA195RB,19000,5565.1000,,220,,2 º azul ACJ - Patrimônio e atividades complementares, R22,AZUL - FUNCIONÁRIOS,NGA,ADM,17.80832,3.33906,19.47785,22.81691
ar condicionado de janela,ACJ-3343 (3343),SPRINGER,1,0,ZCA195RB,19000,5565.1000,,220,,2 º azul ACJ - RH, R22,AZUL - FUNCIONÁRIOS,NGA,ADM,17.80832,3.33906,19.47785,22.81691
ar condicionado de janela,ACJ-3344 (3344),SPRINGER,1,0,ZCA195RB,19000,5565.1000,,220,,2 º azul ACJ - Assistência técnica e planejamento, R22,AZUL - FUNCIONÁRIOS,NGA,ADM,17.80832,3.33906,19.47785,22.81691
ar condicionado de janela,ACJ-3734,SPRINGER,1,0,2CA195RB,19000,5565.1000,,220,,1ª verde - sala 1404, R22,VERDE - PACIENTES,NGA,ASSISTENCIAL,36.17315,6.956375,23.37342,30.329795
split,SPLT-1660,Elgin,1,0,ZQA185RB,19000,5565.1000,,220,,2º andar - setor azul - sala do G.R.A.U, R22,AZUL - PACIENTES,NGA,ASSISTENCIAL,36.17315,6.956375,23.37342,30.329795
split,SPLT-1062,Elgin,1,0,SRQE-18000-2,18000,5272.2000,,220,,"Térreo, Setor Verde, Sala de Espera da Coleta", R22,VERDE - PACIENTES,NGA,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-1063,Elgin,1,0,SRQE-18000-2,18000,5272.2000,,220,,"1º andar, Setor Amarelo, Sala da Estatística i", R22,AMARELO - FUNCIONÁRIOS,NGA,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-1064,Elgin,1,0,SRQE-1800-2,18000,5272.2000,,220,,"1º Andar, Setor Amarelo, Sala de Medicação SP", R22,AMARELO - PACIENTES,NGA,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-2215,Midea,1,0,42MFCB18M5,18000,5272.2000,,220,,2º Andar Amarelo - Diretoria Enfermagem, R410A,AMARELO - FUNCIONÁRIOS,NGA,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-2216,Komeco,1,0,KOHI09QCRB,18000,5272.2000,,220,,2º Andar Lilás - Audiometria 02, R410A,LILÁS - PACIENTES,NGA,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-2220,Midea,1,0,42MFCB18M5,18000,5272.2000,,220,,Térreo Verde - Farmácia de Oncologia, R410A,VERDE - FUNCIONÁRIOS,NGA,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-2221,Midea,1,0,42MFCB18M5,18000,5272.2000,,220,,Térreo Lilás - Rouparia, R410A,LILÁS - FUNCIONÁRIOS,NGA,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-2233,Komeco,1,0,KOHI09QCBB,18000,5272.2000,,220,,1º Amarelo – Sala 1319, R410A,AMARELO - PACIENTES,NGA,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-2234,Komeco,1,0,KOHI09QCBB,18000,5272.2000,,220,,1º verde – Sala educação continuada, R410A,VERDE - PACIENTES,NGA,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-2235,Komeco,1,0,KOHI09QCBB,18000,5272.2000,,220,,1º verde – Sala dos médicos, R410A,VERDE - FUNCIONÁRIOS,NGA,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-2236,Komeco,1,0,KOHI09QCBB,18000,5272.2000,,220,,2º amarelo - Coordenação medica, R410A,AMARELO - FUNCIONÁRIOS,NGA,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-3639 (3639),Agratto,1,0,ACS18FER4-02,18000,5272.2000,,220,,2ª andar DPME - Protoloco, R410A,PERICIAS MÉDICAS,NGA,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-3640 (3640),Agratto,1,0,ACS18FER4-02,18000,5272.2000,,220,,2ª andar DPME - UNESP, R410A,PERICIAS MÉDICAS,NGA,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-3641 (3641),Agratto,1,0,ACS18FER4-02,18000,5272.2000,,220,,2ª andar DPME - Reunião I, R410A,PERICIAS MÉDICAS,NGA,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-3650 (3650),Agratto,1,0,CCS12FR-02,18000,5272.2000,,220,,2ª andar DPME - Diretoria Técnica de Saúde III, R410A,PERICIAS MÉDICAS,NGA,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-3653 (3653),Agratto,1,0,ACS18FER4-02,18000,5272.2000,,220,,2ª andar DPME - Comissão Médica, R410A,PERICIAS MÉDICAS,NGA,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-3654 (3654),Agratto,1,0,ACS18FER4-02,18000,5272.2000,,220,,2ª andar DPME -Gabinete, R410A,PERICIAS MÉDICAS,NGA,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-4377,Agratto,1,0,EICS 18 FIR 4-02,18000,5272.2000,,220,,Térreo - Farmácia Ambulatorial, R410A,AMARELO - PACIENTES,NGA,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-4378,Agratto,1,0,EICS 18 FIR 4-02,18000,5272.2000,,220,,1º PAVIMENTO - Fisioterapia, R410A,LILÁS - PACIENTES,NGA,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-4387,Britania,1,0,BAC 18000FM9W,18000,5272.2000,,220,,2ºPAVIMENTO - Diretoria, R410A,AMARELO - FUNCIONÁRIOS,NGA,ADM,16.87104,3.16332,18.4527,21.61602
ar condicionado de janela,ACJ-177,CONSUL,1,0,,18000,5272.2,,220,,Consultório 3 - PA,R22,PRONTO ATENDIMENTO,HMLMB,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-150,ELGIN,1,0,Evap. SRF1 - 18000-2/ Cond. SRFE - 18000-2,18000,5272.2,,220,,Externa Superior, R22,FARMÁCIA/LAVANDERIA,HMLMB,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-158,RHEEN,1,0,Evap. RB1PT24AC2BE / Cond. RB1PT24AC2BC,18000,5272.2,,220,,Siaud, R22,EDIFICIO GERAL,HMLMB,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-4395,Carrier,1,0,42MCA022515LS,18000,5272.2,,220,,Manut. Terc.- Sala Técnica, R22,MANUTENÇÃO / ALMOXARIFADO,HMLMB,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-4471,ELGIN,1,0,Evap. HEFI18B2FB / Cond. HEFE 18B2NB,18000,5272.2,,220,,Copa - C.O, R410A,CENTRO OBSTETRICO,HMLMB,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
ar condicionado de janela,ACJ-985,LG,1,0,,18000,5272.2,,220,,DIRETORIA DE APOIO TÉCNICO,R22,ADMINISTRAÇÃO,HICF,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-531,CARRIER,1,0,38XCB018515MS/ 42MCA018515LS,18000,5272.2,,220,,AUDITÓRIO,R22,RETAGUARDA,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-532,CARRIER,1,0,38MCA012515MS/ 42MCA018515LS,18000,5272.2,,220,,AUDITÓRIO,R22,RETAGUARDA,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-546,CARRIER,1,0,38XCB018515MS/ 42MCA018515LS,18000,5272.2,,220,,ALMOXARIFADO,R22,FARMÁCIA,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-642,SPRINGER,1,0,38XCB018515MS/ 42MCA018515LS,18000,5272.2,,220,,COLETA,R22,DIAGNÓSTICO_IMAGEM,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-644,PHILCO,1,0,38XCB018515MS/ 42MCA018515LS,18000,5272.2,,220,,RAIO X - 2 ., R410,DIAGNÓSTICO_IMAGEM,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-645,ELGIN,1,0,SHFI - 18.000 - 2,18000,5272.2,,220,,RAIO X - 3,R22,DIAGNÓSTICO_IMAGEM,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-738,PHILCO,1,0,PAC 18.000 JQFM4,18000,5272.2,,220,,PABX,R410,PRONTO ATENDIMENTO,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-888,PHILCO,1,0,PAC 18.000 JQFM4,18000,5272.2,,220,,DIRETORIA MANUT. GERAL, R410,ADMINISTRAÇÃO,HICF,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-2113,YORK,1,0,YKS18FCAGI,18000,5272.2,,220,,FROTA,R22,RETAGUARDA,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-3667,CARRIER,1,0,42LUCAO18151SLC,18000,5272.2,,220,,CONSULTÓRIO,R22,PRONTO ATENDIMENTO,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-3670,PHILCO,1,0,PAC 18.000 JQFM4,18000,5272.2,,220,,OUVIDORIA, R410,PRONTO ATENDIMENTO,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-3671,PHILCO,1,0,PAC 18.000 JQFM4,18000,5272.2,,220,,SALA DE PROCED. 1, R410,PRONTO ATENDIMENTO,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-3672,PHILCO,1,0,PAC 18.000 JQFM5,18000,5272.2,,220,,SALA DE PROCED. 2, R410,PRONTO ATENDIMENTO,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-3679,Midea,1,0,MSE-18CR,18000,5272.2,,220,,COREME,R22,RETAGUARDA,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-3820,MIDEA,1,0,MSE - 18CR,18000,5272.2,,220,,COMSAT,R22,PRONTO ATENDIMENTO,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-4124,ELGIN,1,0,HEFI18B2FB,18000,5272.2,,220,,ALA FLAMINGO LEITO 03.01, R410A,UTI PEDIATRICA,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-4127,ELGIN,1,0,HEFI18B2FB,18000,5272.2,,220,,ALA FLAMINGO LEITO 03.03, R410A,UTI PEDIATRICA,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-4128,ELGIN,1,0,HEFI18B2FB,18000,5272.2,,220,,ALA FLAMINGO LEITO 03.05, R410A,UTI PEDIATRICA,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-4129,ELGIN,1,0,HEFI18B2FB,18000,5272.2,,220,,ALA FLAMINGO LEITO 03.08, R410A,UTI PEDIATRICA,HICF,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
ar condicionado de janela,ACJ-215,ASB8A1,1,0,ASB8A1,18000,5272.2,,220,,Banco de Sangue,R22,LABORATÓRIO,CHPB,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
ar condicionado de janela,ACJ-3614 (3614),YORK,1,0,YHEC18FS/ADG,18000,5272.2,,220,,Faturamento,R22,ADMINISTRAÇÃO,CHPB,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-219,LG,1,0,TSUCI825MAZ,18000,5272.2,,220,,Unicid sl. aula,R22,EDIFICIO GERAL,CHPB,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-222,MIDEA,1,0,MSS-18CR,18000,5272.2,,220,,Dir. de clínica médica,R22,ADMINISTRAÇÃO,CHPB,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-226,FUJITSU,1,0,ASB18A1,18000,5272.2,,220,,Banco de sangue,R22,LABORATÓRIO,CHPB,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-227,ELETROLUX,1,0,CF136,18000,5272.2,,220,,P.S triagem,R22,PRONTO SOCORRO,CHPB,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-243,LG,1,0,TSUCI825MAZ,18000,5272.2,,220,,Mamografia,R22,DIAGNÓSTICO_IMAGEM,CHPB,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-258,FUJITSU,1,0,ASB18A1,18000,5272.2,,220,,C.C sala 04,R22,CENTRO CIRURGICO,CHPB,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-261,Springer,1,0,42MBQA18N5,18000,5272.2,,220,,CPD (centro de processamento de dados),R22,EDIFICIO GERAL,CHPB,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-269,LG,1,0,TSUCI825MAZ,18000,5272.2,,220,,Saúde bucal,R22,EDIFICIO GERAL,CHPB,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-290,LG,1,0,TSUCI825MAZ,18000,5272.2,,220,,Aprimoramento sala de aula,R22,EDIFICIO GERAL,CHPB,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-294,GREEN,1,0,GWCN18DMD1AM/0,18000,5272.2,,220,,RH,R22,ADMINISTRAÇÃO,CHPB,ADM,16.87104,3.16332,18.4527,21.61602
split,SPLT-2131,FUJITSU,1,0,ASB18A1,18000,5272.2,,220,,Dermato anfiteatro,R22,DERMATOLOGIA,CHPB,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
split,SPLT-2140,CARRIER,1,0,38CCA0186515MC,18000,5272.2,,220,,Manutenção terceirizada,R22,EDIFICIO GERAL,CHPB,ASSISTENCIAL,34.2693,6.59025,22.14324,28.73349
bomba de agua (ar condicionado),BAGC-164,KSB,0,0,711B,60000,17574,,220,,central de gases,NA,FARMÁCIA/LAVANDERIA,HMLMB,ASSISTENCIAL,114.231,17.574,61.509,79.083
bomba de agua (ar condicionado),BAGC-165,KSB,0,0,715B,60000,17574,,220,,central de gases,NA,FARMÁCIA/LAVANDERIA,HMLMB,ASSISTENCIAL,114.231,17.574,61.509,79.083
bomba de agua (ar condicionado),BAGC-166,MARK,0,0,DS9009,90000,26361,,220,,central de gases,NA,FARMÁCIA/LAVANDERIA,HMLMB,ASSISTENCIAL,171.3465,26.361,92.2635,118.6245
bomba de agua (ar condicionado),BAGC-167,MARK,0,0,DS9,90000,26361,,220,,central de gases,NA,FARMÁCIA/LAVANDERIA,HMLMB,ASSISTENCIAL,171.3465,26.361,92.2635,118.6245
bomba de agua (ar condicionado),BAGC-169,WARMAN,0,0,L2000-H40C,36000,10544.4,,220,,Torre Fan coils,NA,C.I / BERÇÁRIO,HMLMB,ASSISTENCIAL,68.5386,10.5444,36.9054,47.4498
bomba de agua (ar condicionado),BAGC-170,KSB,0,0,Mega Bloc 32-200F,36000,10544.4,,220,,Torre Fan coils,NA,C.I / BERÇÁRIO,HMLMB,ASSISTENCIAL,68.5386,10.5444,36.9054,47.4498
chiller,CHIL-1784,Carrier,1,0,modelo: 06E6299610 - 40 TR,480000,140592,,380,,Torre Fancoils, R22,C.I / BERÇÁRIO,HMLMB,ASSISTENCIAL,913.848,140.592,492.072,632.664
chiller,CHIL-1785,Starco,1,0,30 HR 50,600000,175740,,220,,central de gases, R22,CENTRO CIRURGICO,HMLMB,ASSISTENCIAL,1142.31,175.74,615.09,790.83
condensadora VRF,COND.VRF-4012,LG,1,1,VRF - Inverter,13483,3949.1707,,220,,Cobertura - 1ºA - Sistema D,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
condensadora VRF,COND.VRF-4013,LG,1,1,VRF - Inverter,13483,3949.1707,,220,,Cobertura - 1ºA - Sistema C,R410A,AMBULATÓRIO,HMLMB,ASSISTENCIAL,25.66960955,3.9491707,13.82209745,17.77126815
